-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
     97 |        +17 | Berkelium     | [Xe].4f14.5d10.6s2   | 1S0                 |     (339)                            |     3                |
     97 |        +18 | Berkelium     | [Xe].4f14.5d10.6s    | 2S<1/2>             |     (361)                            |     3                |
     97 |        +19 | Berkelium     | [Xe].4f14.5d10       | 1S0                 |     (497)                            |     4                |
     97 |        +20 | Berkelium     | [Xe].4f14.5d9        | 2D<5/2>             |     (526)                            |     4                |
     97 |        +21 | Berkelium     | [Xe].4f14.5d8        | 3F<4>               |     (557)                            |     4                |
     97 |        +22 | Berkelium     | [Xe].4f14.5d7        | 4F<9/2>             |     (590)                            |     4                |
     97 |        +23 | Berkelium     | [Xe].4f14.5d6        | 5D<4>               |     (621)                            |     4                |
     97 |        +24 | Berkelium     | [Xe].4f14.5d5        | 6S<5/2>             |     (652)                            |     4                |
     97 |        +25 | Berkelium     | [Xe].4f14.5d4        | 5D0                 |     (700)                            |     4                |
     97 |        +26 | Berkelium     | [Xe].4f14.5d3        | 4F<3/2>             |     (733)                            |     4                |
     97 |        +27 | Berkelium     | [Xe].4f14.5d2        | 3F<2>               |     (768)                            |     4                |
     97 |        +28 | Berkelium     | [Xe].4f14.5d         | 2D<3/2>             |     (800)                            |     4                |
     97 |        +29 | Berkelium     | [Xe].4f14            | 1S0                 |     (960)                            |    50                |
     97 |        +30 | Berkelium     | [Cd].4f14.5p5        | 2P*<3/2>            |    (1000)                            |    50                |
     97 |        +31 | Berkelium     | [Cd].4f14.5p4        | 3P<2>               |    (1040)                            |    50                |
     97 |        +32 | Berkelium     | [Cd].4f14.5p3        | 2P*<3/2>            |    (1080)                            |    50                |
     97 |        +33 | Berkelium     | [Cd].4f14.5p2        | 3P0                 |    (1200)                            |    60                |
     97 |        +34 | Berkelium     | [Cd].4f14.5p         | 2P*<1/2>            |    (1240)                            |    60                |
     97 |        +35 | Berkelium     | [Cd].4f14            | 1S0                 |    (1360)                            |    70                |
     97 |        +36 | Berkelium     | [Kr].4d10.4f14.5s    | 2S<1/2>             |    (1410)                            |    70                |
     97 |        +37 | Berkelium     | [Kr].4d10.4f14       | 1S0                 |    (1550)                            |    80                |
     97 |        +38 | Berkelium     | [Kr].4d10.4f13       | 2F*<7/2>            |    (1630)                            |    80                |
     97 |        +39 | Berkelium     | [Kr].4d10.4f12       |                     |    (1720)                            |    90                |
     97 |        +40 | Berkelium     | [Kr].4d10.4f11       | 4I*<15/2>           |    (1800)                            |    90                |
     97 |        +41 | Berkelium     | [Kr].4d10.4f10       | 5I<8>               |    (1890)                            |    90                |
     97 |        +42 | Berkelium     | [Kr].4d10.4f9        | 6H*<15/2>           |    (1970)                            |   100                |
     97 |        +43 | Berkelium     | [Kr].4d10.4f8        | 7F<6>               |    (2050)                            |   100                |
     97 |        +44 | Berkelium     | [Kr].4d10.4f7        | 8S*<7/2>            |    (2140)                            |   110                |
     97 |        +45 | Berkelium     | [Kr].4d10.4f6        | 7F0                 |    (2240)                            |   110                |
     97 |        +46 | Berkelium     | [Kr].4d10.4f5        | 6H*<5/2>            |    (2320)                            |   120                |
     97 |        +47 | Berkelium     | [Kr].4d10.4f4        | 5I<4>               |    (2410)                            |   120                |
     97 |        +48 | Berkelium     | [Kr].4d10.4f3        | 4I*<9/2>            |    (2490)                            |   120                |
     97 |        +49 | Berkelium     | [Kr].4d10.4f2        | 3H<4>               |    (2580)                            |   120                |
     97 |        +50 | Berkelium     | [Kr].4d10.4f         | 2F*<5/2>            |    (2670)                            |   140                |
     97 |        +51 | Berkelium     | [Kr].4d10            | 1S0                 |    (3080)                            |     4                |
     97 |        +52 | Berkelium     | [Kr].4d9             | 2D<5/2>             |    (3154)                            |     4                |
     97 |        +53 | Berkelium     | [Kr].4d8             | 3F<4>               |    (3232)                            |     5                |
     97 |        +54 | Berkelium     | [Kr].4d7             | 4F<9/2>             |    (3315)                            |     5                |
     97 |        +55 | Berkelium     | [Kr].4d6             | 5D<4>               |    (3393)                            |     5                |
     97 |        +56 | Berkelium     | [Kr].4d5             | <5/2>               |    (3469)                            |     5                |
     97 |        +57 | Berkelium     | [Kr].4d4             | 5D0                 |    (3630)                            |     6                |
     97 |        +58 | Berkelium     | [Kr].4d3             | 4F<3/2>             |    (3709)                            |     6                |
     97 |        +59 | Berkelium     | [Kr].4d2             | 3F<2>               |    (3797)                            |     7                |
     97 |        +60 | Berkelium     | [Kr].4d              | 2D<3/2>             |    (3877)                            |    10                |
     97 |        +61 | Berkelium     | [Ar].3d10.4s2.4p6    | 1S0                 |    (4202)                            |    12                |
     97 |        +62 | Berkelium     | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (4281)                            |    15                |
     97 |        +63 | Berkelium     | [Ar].3d10.4s2.4p4    | 3P<2>               |    (4365)                            |    19                |
     97 |        +64 | Berkelium     | [Ar].3d10.4s2.4p3    | *<3/2>              |    (4445)                            |    24                |
     97 |        +65 | Berkelium     | [Ar].3d10.4s2.4p2    | 3P0                 |    (4940)                            |    30                |
     97 |        +66 | Berkelium     | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (5040)                            |    40                |
     97 |        +67 | Berkelium     | [Ar].3d10.4s2        | 1S0                 |    (5270)                            |    40                |
     97 |        +68 | Berkelium     | [Ar].3d10.4s         | 2S<1/2>             |    (5360)                            |    50                |
     97 |        +69 | Berkelium     | [Ar].3d10            | 1S0                 |    (8500)                            |    50                |
     97 |        +70 | Berkelium     | [Ar].3d9             | 2D<5/2>             |    (8670)                            |    60                |
     97 |        +71 | Berkelium     | [Ar].3d8             | 3F<4>               |    (8850)                            |    60                |
     97 |        +72 | Berkelium     | [Ar].3d7             | 4F<9/2>             |    (9050)                            |    70                |
     97 |        +73 | Berkelium     | [Ar].3d6             | <4>                 |    (9240)                            |    90                |
     97 |        +74 | Berkelium     | [Ar].3d5             | <5/2>               |    (9420)                            |    90                |
     97 |        +75 | Berkelium     | [Ar].3d4             | 5D0                 |    (9880)                            |   100                |
     97 |        +76 | Berkelium     | [Ar].3d3             | 4F<3/2>             |   (10070)                            |   110                |
     97 |        +77 | Berkelium     | [Ar].3d2             | 3F<2>               |   (10280)                            |   120                |
     97 |        +78 | Berkelium     | [Ar].3d              | 2D<3/2>             |   (10480)                            |   120                |
     97 |        +79 | Berkelium     | [Ne].3s2.3p6         | 1S0                 |   (11020)                            |   140                |
     97 |        +80 | Berkelium     | [Ne].3s2.3p5         | 2P*<3/2>            |   (11190)                            |   150                |
     97 |        +81 | Berkelium     | [Ne].3s2.3p4         | 3P<2>               |   (11380)                            |   160                |
     97 |        +82 | Berkelium     | [Ne].3s2.3p3         | 2P*<3/2>            |   (11550)                            |   170                |
     97 |        +83 | Berkelium     | [Ne].3s2.3p2         | 3P0                 |   (13090)                            |   190                |
     97 |        +84 | Berkelium     | [Ne].3s2.3p          | 2P*<1/2>            |   (13300)                            |   200                |
     97 |        +85 | Berkelium     | [Ne].3s2             | 1S0                 |   (13720)                            |   220                |
     97 |        +86 | Berkelium     | [Ne].3s              | 2S<1/2>             |   (13910)                            |   240                |
     97 |        +87 | Berkelium     | 1s2.2s2.2p6          | 1S0                 |   (28380)                            |   250                |
     97 |        +88 | Berkelium     | 1s2.2s2.2p5          | 2P*<3/2>            |   (28800)                            |   300                |
     97 |        +89 | Berkelium     | 1s2.2s2.2p4          | 3P<2>               |   (29300)                            |   300                |
     97 |        +90 | Berkelium     | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (29800)                            |   300                |
     97 |        +91 | Berkelium     | 1s2.2s2.2p2          | 3P0                 |   (35500)                            |   300                |
     97 |        +92 | Berkelium     | 1s2.2s2.2p           | 2P*<1/2>            |   (36200)                            |   400                |
     97 |        +93 | Berkelium     | 1s2.2s2              | 1S0                 |   (37000)                            |   400                |
     97 |        +94 | Berkelium     | 1s2.2s               | 2S<1/2>             |   (37457.6)                          |     0.9              |
     97 |        +95 | Berkelium     | 1s2                  | 1S0                 |  (146904.7)                          |     1.4              |
     97 |        +96 | Berkelium     | 1s                   | 2S<1/2>             |  (149398)                            |     5                |
     98 |          0 | Californium   | [Rn].5f10.7s2        | 5I<8>               |        6.281878                      |     0.000006         |
     98 |         +1 | Californium   | [Rn].5f10.7s         | 6I<17/2>            |      [12.0]                          |     0.4              |
     98 |         +2 | Californium   | [Rn].5f10            | 5I<8>               |      [22.4]                          |     0.4              |
     98 |         +3 | Californium   | [Rn].5f9             | 6H*<15/2>           |      [37.7]                          |     0.4              |
     98 |         +4 | Californium   | [Rn].5f8             | 7F<6>               |      (51.9)                          |     1.9              |
     98 |         +5 | Californium   | [Rn].5f7             | 8S*<7/2>            |      (75.0)                          |     2.0              |
     98 |         +6 | Californium   | [Rn].5f6             | 7F0                 |      (91.0)                          |     2.0              |
     98 |         +7 | Californium   | [Rn].5f5             | 6H*<5/2>            |     (112.9)                          |     2.1              |
     98 |         +8 | Californium   | [Rn].5f4             | 5I<4>               |     (133)                            |     6                |
     98 |         +9 | Californium   | [Hg].5f7.6p2         | *                   |     (152)                            |     7                |
     98 |        +10 | Californium   | [Hg].5f6.6p2         |                     |     (178)                            |     9                |
     98 |        +11 | Californium   | [Hg].5f5.6p2         | *                   |     (201)                            |    10                |
     98 |        +12 | Californium   | [Hg].5f4.6p2         |                     |     (225)                            |    11                |
     98 |        +13 | Californium   | [Hg].5f3.6p2         | *                   |     (247)                            |    12                |
     98 |        +14 | Californium   | [Hg].5f3.6p          |                     |     (265)                            |    14                |
     98 |        +15 | Californium   | [Hg].5f3             | *                   |     (286)                            |    15                |
     98 |        +16 | Californium   | [Hg].5f2             |                     |     (310)                            |    15                |
     98 |        +17 | Californium   | [Hg].5f              | 2F*<5/2>            |     (334)                            |    16                |
     98 |        +18 | Californium   | [Xe].4f14.5d10.6s2   | 1S0                 |     (368)                            |     3                |
     98 |        +19 | Californium   | [Xe].4f14.5d10.6s    | 2S<1/2>             |     (390)                            |     4                |
     98 |        +20 | Californium   | [Xe].4f14.5d10       | 1S0                 |     (536)                            |     4                |
     98 |        +21 | Californium   | [Xe].4f14.5d9        | 2D<5/2>             |     (566)                            |     4                |
     98 |        +22 | Californium   | [Xe].4f14.5d8        | 3F<4>               |     (597)                            |     4                |
     98 |        +23 | Californium   | [Xe].4f14.5d7        | 4F<9/2>             |     (630)                            |     4                |
     98 |        +24 | Californium   | [Xe].4f14.5d6        | 5D<4>               |     (662)                            |     4                |
     98 |        +25 | Californium   | [Xe].4f14.5d5        | 6S<5/2>             |     (695)                            |     4                |
     98 |        +26 | Californium   | [Xe].4f14.5d4        | 5D0                 |     (744)                            |     4                |
     98 |        +27 | Californium   | [Xe].4f14.5d3        | 4F<3/2>             |     (778)                            |     4                |
     98 |        +28 | Californium   | [Xe].4f14.5d2        | 3F<2>               |     (814)                            |     4                |
     98 |        +29 | Californium   | [Xe].4f14.5d         | 2D<3/2>             |     (847)                            |     4                |
     98 |        +30 | Californium   | [Xe].4f14            | 1S0                 |    (1010)                            |    50                |
     98 |        +31 | Californium   | [Cd].4f14.5p5        | 2P*<3/2>            |    (1050)                            |    50                |
     98 |        +32 | Californium   | [Cd].4f14.5p4        | 3P<2>               |    (1090)                            |    50                |
     98 |        +33 | Californium   | [Cd].4f14.5p3        | 2P*<3/2>            |    (1120)                            |    60                |
     98 |        +34 | Californium   | [Cd].4f14.5p2        | 3P0                 |    (1250)                            |    60                |
     98 |        +35 | Californium   | [Cd].4f14.5p         | 2P*<1/2>            |    (1300)                            |    60                |
     98 |        +36 | Californium   | [Cd].4f14            | 1S0                 |    (1420)                            |    70                |
     98 |        +37 | Californium   | [Kr].4d10.4f14.5s    | 2S<1/2>             |    (1470)                            |    70                |
     98 |        +38 | Californium   | [Kr].4d10.4f14       | 1S0                 |    (1620)                            |    80                |
     98 |        +39 | Californium   | [Kr].4d10.4f13       | 2F*<7/2>            |    (1700)                            |    90                |
     98 |        +40 | Californium   | [Kr].4d10.4f12       |                     |    (1790)                            |    90                |
     98 |        +41 | Californium   | [Kr].4d10.4f11       | 4I*<15/2>           |    (1880)                            |   100                |
     98 |        +42 | Californium   | [Kr].4d10.4f10       | 5I<8>               |    (1960)                            |   100                |
     98 |        +43 | Californium   | [Kr].4d10.4f9        | 6H*<15/2>           |    (2050)                            |   100                |
     98 |        +44 | Californium   | [Kr].4d10.4f8        | 7F<6>               |    (2130)                            |   110                |
     98 |        +45 | Californium   | [Kr].4d10.4f7        | 8S*<7/2>            |    (2220)                            |   110                |
     98 |        +46 | Californium   | [Kr].4d10.4f6        | 7F0                 |    (2320)                            |   120                |
     98 |        +47 | Californium   | [Kr].4d10.4f5        | 6H*<5/2>            |    (2410)                            |   120                |
     98 |        +48 | Californium   | [Kr].4d10.4f4        | 5I<4>               |    (2490)                            |   120                |
     98 |        +49 | Californium   | [Kr].4d10.4f3        | 4I*<9/2>            |    (2580)                            |   120                |
     98 |        +50 | Californium   | [Kr].4d10.4f2        | 3H<4>               |    (2670)                            |   140                |
     98 |        +51 | Californium   | [Kr].4d10.4f         | 2F*<5/2>            |    (2750)                            |   140                |
     98 |        +52 | Californium   | [Kr].4d10            | 1S0                 |    (3186)                            |     4                |
     98 |        +53 | Californium   | [Kr].4d9             | 2D<5/2>             |    (3261)                            |     5                |
     98 |        +54 | Californium   | [Kr].4d8             | 3F<4>               |    (3340)                            |     5                |
     98 |        +55 | Californium   | [Kr].4d7             | 4F<9/2>             |    (3424)                            |     5                |
     98 |        +56 | Californium   | [Kr].4d6             | 5D<4>               |    (3503)                            |     5                |
     98 |        +57 | Californium   | [Kr].4d5             | <5/2>               |    (3581)                            |     6                |
     98 |        +58 | Californium   | [Kr].4d4             | 5D0                 |    (3747)                            |     6                |
     98 |        +59 | Californium   | [Kr].4d3             | 4F<3/2>             |    (3828)                            |     7                |
     98 |        +60 | Californium   | [Kr].4d2             | 3F<2>               |    (3915)                            |    10                |
     98 |        +61 | Californium   | [Kr].4d              | 2D<3/2>             |    (3998)                            |    12                |
     98 |        +62 | Californium   | [Ar].3d10.4s2.4p6    | 1S0                 |    (4329)                            |    15                |
     98 |        +63 | Californium   | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (4407)                            |    19                |
     98 |        +64 | Californium   | [Ar].3d10.4s2.4p4    | 3P<2>               |    (4494)                            |    24                |
     98 |        +65 | Californium   | [Ar].3d10.4s2.4p3    | *<3/2>              |    (4570)                            |    30                |
     98 |        +66 | Californium   | [Ar].3d10.4s2.4p2    | 3P0                 |    (5100)                            |    40                |
     98 |        +67 | Californium   | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (5190)                            |    40                |
     98 |        +68 | Californium   | [Ar].3d10.4s2        | 1S0                 |    (5430)                            |    50                |
     98 |        +69 | Californium   | [Ar].3d10.4s         | 2S<1/2>             |    (5520)                            |    50                |
     98 |        +70 | Californium   | [Ar].3d10            | 1S0                 |    (8730)                            |    60                |
     98 |        +71 | Californium   | [Ar].3d9             | 2D<5/2>             |    (8900)                            |    60                |
     98 |        +72 | Californium   | [Ar].3d8             | 3F<4>               |    (9090)                            |    70                |
     98 |        +73 | Californium   | [Ar].3d7             | 4F<9/2>             |    (9290)                            |    90                |
     98 |        +74 | Californium   | [Ar].3d6             | <4>                 |    (9480)                            |    90                |
     98 |        +75 | Californium   | [Ar].3d5             | <5/2>               |    (9660)                            |   100                |
     98 |        +76 | Californium   | [Ar].3d4             | 5D0                 |   (10140)                            |   110                |
     98 |        +77 | Californium   | [Ar].3d3             | 4F<3/2>             |   (10330)                            |   120                |
     98 |        +78 | Californium   | [Ar].3d2             | 3F<2>               |   (10550)                            |   120                |
     98 |        +79 | Californium   | [Ar].3d              | 2D<3/2>             |   (10740)                            |   140                |
     98 |        +80 | Californium   | [Ne].3s2.3p6         | 1S0                 |   (11300)                            |   150                |
     98 |        +81 | Californium   | [Ne].3s2.3p5         | 2P*<3/2>            |   (11470)                            |   160                |
     98 |        +82 | Californium   | [Ne].3s2.3p4         | 3P<2>               |   (11650)                            |   170                |
     98 |        +83 | Californium   | [Ne].3s2.3p3         | 2P*<3/2>            |   (11820)                            |   190                |
     98 |        +84 | Californium   | [Ne].3s2.3p2         | 3P0                 |   (13450)                            |   200                |
     98 |        +85 | Californium   | [Ne].3s2.3p          | 2P*<1/2>            |   (13660)                            |   220                |
     98 |        +86 | Californium   | [Ne].3s2             | 1S0                 |   (14080)                            |   240                |
     98 |        +87 | Californium   | [Ne].3s              | 2S<1/2>             |   (14280)                            |   250                |
     98 |        +88 | Californium   | 1s2.2s2.2p6          | 1S0                 |   (29000)                            |   300                |
     98 |        +89 | Californium   | 1s2.2s2.2p5          | 2P*<3/2>            |   (29500)                            |   300                |
     98 |        +90 | Californium   | 1s2.2s2.2p4          | 3P<2>               |   (30000)                            |   300                |
     98 |        +91 | Californium   | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (30500)                            |   300                |
     98 |        +92 | Californium   | 1s2.2s2.2p2          | 3P0                 |   (36500)                            |   400                |
     98 |        +93 | Californium   | 1s2.2s2.2p           | 2P*<1/2>            |   (37100)                            |   400                |
     98 |        +94 | Californium   | 1s2.2s2              | 1S0                 |   (37900)                            |   400                |
     98 |        +95 | Californium   | 1s2.2s               | 2S<1/2>             |   (38443.5)                          |     1.0              |
     98 |        +96 | Californium   | 1s2                  | 1S0                 |  (150579.3)                          |     1.4              |
     98 |        +97 | Californium   | 1s                   | 2S<1/2>             |  (153124)                            |     5                |
     99 |          0 | Einsteinium   | [Rn].5f11.7s2        | 4I*<15/2>           |        6.36758                       |     0.00025          |
     99 |         +1 | Einsteinium   | [Rn].5f11.7s         | 5I*<8>              |      [12.2]                          |     0.4              |
     99 |         +2 | Einsteinium   | [Rn].5f11            | 4I*<15/2>           |      [22.7]                          |     0.4              |
     99 |         +3 | Einsteinium   | [Rn].5f10            | 5I<8>               |      [38.8]                          |     0.4              |
     99 |         +4 | Einsteinium   | [Rn].5f9             | 6H*<15/2>           |      (54.1)                          |     1.9              |
     99 |         +5 | Einsteinium   | [Rn].5f8             | 7F<6>               |      (71.0)                          |     2.0              |
     99 |         +6 | Einsteinium   | [Rn].5f7             | 8S*<7/2>            |      (97.0)                          |     2.0              |
     99 |         +7 | Einsteinium   | [Rn].5f6             | 7F0                 |     (112.9)                          |     2.1              |
     99 |         +8 | Einsteinium   | [Rn].5f5             | 6H*<5/2>            |     (137.0)                          |     2.2              |
     99 |         +9 | Einsteinium   | [Rn].5f4             | 5I<4>               |     (157)                            |     7                |
     99 |        +10 | Einsteinium   | [Hg].5f7.6p2         | *                   |     (180)                            |     9                |
     99 |        +11 | Einsteinium   | [Hg].5f6.6p2         |                     |     (206)                            |    10                |
     99 |        +12 | Einsteinium   | [Hg].5f5.6p2         | *                   |     (231)                            |    11                |
     99 |        +13 | Einsteinium   | [Hg].5f4.6p2         |                     |     (252)                            |    12                |
     99 |        +14 | Einsteinium   | [Hg].5f4.6p          | *                   |     (270)                            |    14                |
     99 |        +15 | Einsteinium   | [Hg].5f4             |                     |     (294)                            |    15                |
     99 |        +16 | Einsteinium   | [Hg].5f3             | *                   |     (317)                            |    16                |
     99 |        +17 | Einsteinium   | [Hg].5f2             |                     |     (342)                            |    17                |
     99 |        +18 | Einsteinium   | [Hg].5f              | 2F*<5/2>            |     (367)                            |    19                |
     99 |        +19 | Einsteinium   | [Xe].4f14.5d10.6s2   | 1S0                 |     (398)                            |     4                |
     99 |        +20 | Einsteinium   | [Xe].4f14.5d10.6s    | 2S<1/2>             |     (421)                            |     4                |
     99 |        +21 | Einsteinium   | [Xe].4f14.5d10       | 1S0                 |     (576)                            |     4                |
     99 |        +22 | Einsteinium   | [Xe].4f14.5d9        | 2D<5/2>             |     (606)                            |     4                |
     99 |        +23 | Einsteinium   | [Xe].4f14.5d8        | 3F<4>               |     (638)                            |     4                |
     99 |        +24 | Einsteinium   | [Xe].4f14.5d7        | 4F<9/2>             |     (672)                            |     4                |
     99 |        +25 | Einsteinium   | [Xe].4f14.5d6        | 5D<4>               |     (705)                            |     4                |
     99 |        +26 | Einsteinium   | [Xe].4f14.5d5        | 6S<5/2>             |     (738)                            |     4                |
     99 |        +27 | Einsteinium   | [Xe].4f14.5d4        | 5D0                 |     (790)                            |     4                |
     99 |        +28 | Einsteinium   | [Xe].4f14.5d3        | 4F<3/2>             |     (824)                            |     4                |
     99 |        +29 | Einsteinium   | [Xe].4f14.5d2        | 3F<2>               |     (861)                            |     4                |
     99 |        +30 | Einsteinium   | [Xe].4f14.5d         | 2D<3/2>             |     (895)                            |     4                |
     99 |        +31 | Einsteinium   | [Xe].4f14            | 1S0                 |    (1060)                            |    50                |
     99 |        +32 | Einsteinium   | [Cd].4f14.5p5        | 2P*<3/2>            |    (1100)                            |    50                |
     99 |        +33 | Einsteinium   | [Cd].4f14.5p4        | 3P<2>               |    (1140)                            |    60                |
     99 |        +34 | Einsteinium   | [Cd].4f14.5p3        | 2P*<3/2>            |    (1180)                            |    60                |
     99 |        +35 | Einsteinium   | [Cd].4f14.5p2        | 3P0                 |    (1310)                            |    70                |
     99 |        +36 | Einsteinium   | [Cd].4f14.5p         | 2P*<1/2>            |    (1360)                            |    70                |
     99 |        +37 | Einsteinium   | [Cd].4f14            | 1S0                 |    (1480)                            |    70                |
     99 |        +38 | Einsteinium   | [Kr].4d10.4f14.5s    | 2S<1/2>             |    (1530)                            |    80                |
     99 |        +39 | Einsteinium   | [Kr].4d10.4f14       | 1S0                 |    (1690)                            |    80                |
     99 |        +40 | Einsteinium   | [Kr].4d10.4f13       | 2F*<7/2>            |    (1780)                            |    90                |
     99 |        +41 | Einsteinium   | [Kr].4d10.4f12       |                     |    (1870)                            |    90                |
     99 |        +42 | Einsteinium   | [Kr].4d10.4f11       | 4I*<15/2>           |    (1950)                            |   100                |
     99 |        +43 | Einsteinium   | [Kr].4d10.4f10       | 5I<8>               |    (2040)                            |   100                |
     99 |        +44 | Einsteinium   | [Kr].4d10.4f9        | 6H*<15/2>           |    (2130)                            |   110                |
     99 |        +45 | Einsteinium   | [Kr].4d10.4f8        | 7F<6>               |    (2220)                            |   110                |
     99 |        +46 | Einsteinium   | [Kr].4d10.4f7        | 8S*<7/2>            |    (2300)                            |   120                |
     99 |        +47 | Einsteinium   | [Kr].4d10.4f6        | 7F0                 |    (2410)                            |   120                |
     99 |        +48 | Einsteinium   | [Kr].4d10.4f5        | 6H*<5/2>            |    (2490)                            |   120                |
     99 |        +49 | Einsteinium   | [Kr].4d10.4f4        | 5I<4>               |    (2580)                            |   120                |
     99 |        +50 | Einsteinium   | [Kr].4d10.4f3        | 4I*<9/2>            |    (2680)                            |   140                |
     99 |        +51 | Einsteinium   | [Kr].4d10.4f2        | 3H<4>               |    (2760)                            |   140                |
     99 |        +52 | Einsteinium   | [Kr].4d10.4f         | 2F*<5/2>            |    (2850)                            |   140                |
     99 |        +53 | Einsteinium   | [Kr].4d10            | 1S0                 |    (3294)                            |     5                |
     99 |        +54 | Einsteinium   | [Kr].4d9             | 2D<5/2>             |    (3370)                            |     5                |
     99 |        +55 | Einsteinium   | [Kr].4d8             | 3F<4>               |    (3449)                            |     5                |
     99 |        +56 | Einsteinium   | [Kr].4d7             | 4F<9/2>             |    (3535)                            |     5                |
     99 |        +57 | Einsteinium   | [Kr].4d6             | 5D<4>               |    (3616)                            |     6                |
     99 |        +58 | Einsteinium   | [Kr].4d5             | <5/2>               |    (3694)                            |     6                |
     99 |        +59 | Einsteinium   | [Kr].4d4             | 5D0                 |    (3866)                            |     7                |
     99 |        +60 | Einsteinium   | [Kr].4d3             | 4F<3/2>             |    (3947)                            |    10                |
     99 |        +61 | Einsteinium   | [Kr].4d2             | 3F<2>               |    (4038)                            |    12                |
     99 |        +62 | Einsteinium   | [Kr].4d              | 2D<3/2>             |    (4120)                            |    15                |
     99 |        +63 | Einsteinium   | [Ar].3d10.4s2.4p6    | 1S0                 |    (4456)                            |    19                |
     99 |        +64 | Einsteinium   | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (4537)                            |    24                |
     99 |        +65 | Einsteinium   | [Ar].3d10.4s2.4p4    | 3P<2>               |    (4620)                            |    30                |
     99 |        +66 | Einsteinium   | [Ar].3d10.4s2.4p3    | *<3/2>              |    (4700)                            |    40                |
     99 |        +67 | Einsteinium   | [Ar].3d10.4s2.4p2    | 3P0                 |    (5260)                            |    40                |
     99 |        +68 | Einsteinium   | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (5350)                            |    50                |
     99 |        +69 | Einsteinium   | [Ar].3d10.4s2        | 1S0                 |    (5600)                            |    50                |
     99 |        +70 | Einsteinium   | [Ar].3d10.4s         | 2S<1/2>             |    (5690)                            |    60                |
     99 |        +71 | Einsteinium   | [Ar].3d10            | 1S0                 |    (8960)                            |    60                |
     99 |        +72 | Einsteinium   | [Ar].3d9             | 2D<5/2>             |    (9140)                            |    70                |
     99 |        +73 | Einsteinium   | [Ar].3d8             | 3F<4>               |    (9330)                            |    90                |
     99 |        +74 | Einsteinium   | [Ar].3d7             | 4F<9/2>             |    (9530)                            |    90                |
     99 |        +75 | Einsteinium   | [Ar].3d6             | <4>                 |    (9720)                            |   100                |
     99 |        +76 | Einsteinium   | [Ar].3d5             | <5/2>               |    (9910)                            |   110                |
     99 |        +77 | Einsteinium   | [Ar].3d4             | 5D0                 |   (10400)                            |   120                |
     99 |        +78 | Einsteinium   | [Ar].3d3             | 4F<3/2>             |   (10590)                            |   120                |
     99 |        +79 | Einsteinium   | [Ar].3d2             | 3F<2>               |   (10810)                            |   140                |
     99 |        +80 | Einsteinium   | [Ar].3d              | 2D<3/2>             |   (11010)                            |   150                |
     99 |        +81 | Einsteinium   | [Ne].3s2.3p6         | 1S0                 |   (11570)                            |   160                |
     99 |        +82 | Einsteinium   | [Ne].3s2.3p5         | 2P*<3/2>            |   (11740)                            |   170                |
     99 |        +83 | Einsteinium   | [Ne].3s2.3p4         | 3P<2>               |   (11930)                            |   190                |
     99 |        +84 | Einsteinium   | [Ne].3s2.3p3         | 2P*<3/2>            |   (12110)                            |   200                |
     99 |        +85 | Einsteinium   | [Ne].3s2.3p2         | 3P0                 |   (13810)                            |   220                |
     99 |        +86 | Einsteinium   | [Ne].3s2.3p          | 2P*<1/2>            |   (14030)                            |   240                |
     99 |        +87 | Einsteinium   | [Ne].3s2             | 1S0                 |   (14460)                            |   250                |
     99 |        +88 | Einsteinium   | [Ne].3s              | 2S<1/2>             |   (14700)                            |   300                |
     99 |        +89 | Einsteinium   | 1s2.2s2.2p6          | 1S0                 |   (29700)                            |   300                |
     99 |        +90 | Einsteinium   | 1s2.2s2.2p5          | 2P*<3/2>            |   (30100)                            |   300                |
     99 |        +91 | Einsteinium   | 1s2.2s2.2p4          | 3P<2>               |   (30700)                            |   300                |
     99 |        +92 | Einsteinium   | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (31100)                            |   400                |
     99 |        +93 | Einsteinium   | 1s2.2s2.2p2          | 3P0                 |   (37400)                            |   400                |
     99 |        +94 | Einsteinium   | 1s2.2s2.2p           | 2P*<1/2>            |   (38100)                            |   400                |
     99 |        +95 | Einsteinium   | 1s2.2s2              | 1S0                 |   (38900)                            |   400                |
     99 |        +96 | Einsteinium   | 1s2.2s               | 2S<1/2>             |   (39451.4)                          |     1.0              |
     99 |        +97 | Einsteinium   | 1s2                  | 1S0                 |  (154328.1)                          |     1.5              |
     99 |        +98 | Einsteinium   | 1s                   | 2S<1/2>             |  (156927)                            |     6                |
    100 |          0 | Fermium       | [Rn].5f12.7s2        | 3H<6>               |       [6.50]                         |     0.07             |
